Row.names,above_expected_in,Degree,ClosenessCentrality,BetwenessCentrality,EigenvectorCentrality,OTU,Domain,Phylum,Class,Order,Family,Genus,Species,DADA2_ID,module,Zi,Pi,keystone_taxa,freq_in_4slice,freq_in_control,freq_in_MeJA_0.1,freq_in_MeJA_1.0,freq_in_oral_secretion,control_fit_class,MeJA_0.1_fit_class,MeJA_1.0_fit_class,oral_secretion_fit_class,neutral_score
ASV_112,control__MeJA_0.1__MeJA_1.0__oral_secretion,5,0.0146409516028624,0.00376061725993646,0.0138065556870091,ASV_112,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Dinghuibacter,s__,eba61c3d0df89e6b96cac73e195df829,3,-0.0289664914527868,0,,440,116,116,108,100,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_113,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.0161246067146492,0.0033067496595993,0,ASV_113,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__,a4152a488a63c9f0423b1fc7787f4bdf,4,0.909963028042048,0,,419,174,94,61,90,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_1136,,2,0.00929989681991369,0.00548177751056568,0.00127178700669218,ASV_1136,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Terrimonas,s__,f593a319f0cc6032c09cfe0cdb200b23,7,0,0,,45,17,4,13,11,As predicted,As predicted,As predicted,As predicted,8
ASV_114,MeJA_1.0,1,0.0157527986191991,0,0,ASV_114,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niastella,s__,8bdaa05f64e262badd46bb26d8728252,3,-1.24555913246984,0,,90,20,14,43,13,As predicted,As predicted,Above prediction,As predicted,9
ASV_115,control__MeJA_0.1__MeJA_1.0__oral_secretion,2,0.0122203729318624,1.17887688399262e-05,0,ASV_115,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,s__,d4dff47e6b8c9aace187cfadab43af27,3,-0.941410972215574,0,,391,95,101,108,87,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_1160,,5,0.0159388380057692,0.0158028446299211,0,ASV_1160,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Edaphobaculum,s__,61e2f4f5c8387db081bc04541f36ac8e,5,1.34567843108326,0.32,,47,6,10,16,15,As predicted,As predicted,As predicted,As predicted,8
ASV_118,control__MeJA_0.1__MeJA_1.0__oral_secretion,2,0.0165195306414119,0.000347768680777823,0,ASV_118,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,79fea04aad9136be18cdcc527926bb53,2,-0.863518042916133,0,,438,118,93,113,114,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_119,,1,0.00989224066142918,0,2.42105974164692e-05,ASV_119,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,23e4907e2164b5ac3b20e0c035396468,10,-0.889756521002609,0,,262,33,53,132,44,Below prediction,Below prediction,As predicted,As predicted,6
ASV_12,,4,0.0146252182816823,0,0.0448266498666114,ASV_12,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,628500afb0bc5d9a9be630c3c214f4a4,2,-0.450262979520555,0,,3621,823,956,809,1033,As predicted,As predicted,As predicted,As predicted,8
ASV_120,oral_secretion,12,0.0199437677242103,0.0376061725993646,0,ASV_120,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,c7a31aeb82d1ba6bb95ffa05969f6c57,2,0.58287467896839,0.375,,751,116,268,120,247,As predicted,As predicted,As predicted,Above prediction,9
ASV_121,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.0121498952752654,0.00328317212191945,0,ASV_121,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Paenarthrobacter,s__,cb322ce2bdac95dbe7d037ce041d9105,5,0.566601444666635,0,,343,60,91,93,99,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_122,control__MeJA_0.1__MeJA_1.0__oral_secretion,12,0.01871067376402,0.0649384331547335,0,ASV_122,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,,,427de3377089f603e2c5f1ec433b3536,3,1.49177430981852,0.291666666666667,,361,104,86,77,94,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_123,control__MeJA_0.1__MeJA_1.0__oral_secretion,11,0.0179780854462287,0.0511514679964398,0.0432715590986441,ASV_123,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhizobacter,s__,f8026ac7b8c5fe3a1f5b5ad89d16a802,3,0.88347798931,0.396694214876033,,587,122,92,187,186,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_124,control__MeJA_0.1,9,0.0203687543503001,0.0729194296593635,1.15501251569982e-05,ASV_124,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhodoferax,s__,a8a36653dc077dc09602aefc754f11a4,2,0.58287467896839,0,,369,114,111,65,79,Above prediction,Above prediction,As predicted,As predicted,10
ASV_125,control__MeJA_0.1__MeJA_1.0__oral_secretion,9,0.0190063491212498,0.00640130148007993,0.0408234360190051,ASV_125,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,,54c1510b5b87168aaf3e757b1d03726e,3,0.579329829055738,0.37037037037037,,472,143,138,81,110,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_126,control__MeJA_1.0__oral_secretion,1,0.0110393677266372,0,0,ASV_126,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Terrabacter,s__,69b2b4f17d60fc2e82875ba6ae44d06f,12,-1,0,,486,162,97,102,125,Above prediction,As predicted,Above prediction,Above prediction,11
ASV_127,control__MeJA_0.1__MeJA_1.0__oral_secretion,5,0.0176471355939905,0.0276918180049866,0,ASV_127,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Sandaracinaceae,g__uncultured,s__,1c23f15445f2ce9d2180d53e8f2c71f8,10,1.77951304200522,0.32,,621,204,138,119,160,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_128,,5,0.0179628267764159,0.00442668269939229,0.00297085740340312,ASV_128,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,811b04912c9b191174be42fdb2e4e968,3,-0.0289664914527868,0,,118,41,20,41,16,As predicted,As predicted,As predicted,Below prediction,7
ASV_129,MeJA_0.1__MeJA_1.0,3,0.0148333351207278,0,0.0350617324679271,ASV_129,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Pelomonas,s__,ff0a078d1b149791b04c626ed69f58f7,2,-0.863518042916133,0.444444444444444,,353,72,97,109,75,As predicted,Above prediction,Above prediction,As predicted,10
ASV_13,control__MeJA_0.1__MeJA_1.0__oral_secretion,2,0.0135251119390083,0.000176831532598893,0.000977253030615264,ASV_13,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__,093998af9033700988a8e840ece36feb,10,-0.889756521002609,0.5,,548,144,99,164,141,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_130,MeJA_0.1,1,0.00823821453550114,0,0.000920545773471237,ASV_130,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__,291ed27556ec8aa3de831feae0c6b7a7,6,-0.900840058785582,0,,138,19,41,35,43,As predicted,Above prediction,As predicted,As predicted,9
ASV_131,control__MeJA_0.1__MeJA_1.0__oral_secretion,7,0.017152849062322,0.0296546480168344,0.0388385982663508,ASV_131,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,,,29b9b0c2d3a36ff404bfba4cb63aca1e,3,-0.0289664914527868,0.408163265306122,,534,167,121,104,142,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_132,,2,0.0140554219004436,0.00274678313970281,0,ASV_132,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Pelomonas,s__,b97cd4df3e482a5d4405f905dadabc57,5,-0.212475541749988,0,,229,48,93,46,42,Below prediction,As predicted,Below prediction,As predicted,6
ASV_133,MeJA_0.1__MeJA_1.0__oral_secretion,4,0.018305683441845,0.00864706194408587,0.0074485535522686,ASV_133,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,,,0653aef632933571caff38549084da83,3,-0.637262811961311,0.375,,600,151,105,184,160,As predicted,Above prediction,Above prediction,Above prediction,11
ASV_134,MeJA_1.0__oral_secretion,3,0.0186176352153889,0.00186262547670834,0,ASV_134,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__,dda307d7c100d1f1b443513ddd711003,2,-1.07014557461392,0.666666666666667,,347,84,111,72,80,Below prediction,As predicted,Above prediction,Above prediction,9
ASV_135,control__MeJA_0.1__MeJA_1.0__oral_secretion,2,0.00578492358598289,0.00274678313970281,0,ASV_135,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__,ea6a32e7238ae591b4d7b0cdc5272a26,14,0,0,,615,156,115,145,199,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_136,control__MeJA_0.1__MeJA_1.0__oral_secretion,8,0.0161702836755189,0.0404001108144271,0.0612043873228568,ASV_136,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Rhodopseudomonas,s__,455e95916895c7361581c291d0bdcf44,5,0.566601444666635,0.75,,587,132,106,212,137,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_137,control__MeJA_0.1__MeJA_1.0__oral_secretion,8,0.0170567470468621,3.53663065197786e-05,0.0280938407203771,ASV_137,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,cc85fdc75ba834f1588bb7df5539626e,3,0.579329829055738,0.21875,,408,89,79,130,110,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_138,,2,0.00897956951926086,0.00274678313970281,0,ASV_138,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Polaromonas,s__,e3bc6e3dfe5eff6c357076ff34ffcc04,5,-0.212475541749988,0,,218,64,38,54,62,As predicted,As predicted,As predicted,As predicted,8
ASV_14,,1,0.00818993187064646,0,0.00535164911704688,ASV_14,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__,2da60a76fa64414fd65bc406896da82a,5,-0.991552528166611,0,,4812,774,2585,244,1209,As predicted,As predicted,As predicted,As predicted,8
ASV_140,control__MeJA_1.0__oral_secretion,3,0.0140000959963721,0.00274678313970281,0,ASV_140,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,b08c5feb745b0a0875662e8cfa9c5355,12,1,0,,392,123,57,138,74,Above prediction,As predicted,Above prediction,Above prediction,11
ASV_142,MeJA_1.0,3,0.012976342447812,0.00548767189498565,0,ASV_142,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,,,c2fbcc21ebaaca81dadf53863c57e86a,12,1,0,,225,67,49,66,43,As predicted,As predicted,Above prediction,As predicted,9
ASV_143,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.0131326855066559,0.0136396055477946,0.00128484009382501,ASV_143,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__,6fd81067db815cc85c9e00fe64d32714,13,0.408248290463863,0.444444444444444,,600,130,150,167,153,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_144,control,2,0.0140505096297227,0,0.0182946655089197,ASV_144,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__,736210ef11bcafd1bcc7e24f09d9d819,9,-1.19023807142381,0.5,,128,31,53,8,36,Above prediction,As predicted,Below prediction,As predicted,8
ASV_147,,6,0.0150646307163565,0.0223043506451404,0.000557693381426445,ASV_147,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__uncultured,s__,dfb7f84268bec53613d1930382500b1d,5,2.12475541749988,0.277777777777778,,751,17,188,284,262,Below prediction,As predicted,As predicted,As predicted,7
ASV_148,MeJA_0.1,2,0.0143060848704138,0,0.0207765996902092,ASV_148,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,s__,cf4d6d33db92aa30e309e30f8350c13e,12,-1,0.5,,101,13,41,22,25,As predicted,Above prediction,As predicted,As predicted,9
ASV_149,,3,0.0118895488313806,0.00347768680777823,0,ASV_149,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Paenarthrobacter,s__,c7ba2aae94cbe0284443a7c62f35dad0,5,0.566601444666635,0,,206,32,54,70,50,As predicted,As predicted,As predicted,As predicted,8
ASV_15,,3,0.00949601444693992,0.00820498311258864,0,ASV_15,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__,6ce35ed9c44a62a27bdcdd6f9debd13a,9,1.19023807142381,0,,2542,652,561,659,670,As predicted,As predicted,As predicted,As predicted,8
ASV_150,control__MeJA_0.1__MeJA_1.0__oral_secretion,6,0.0148227986360963,7.07326130395572e-05,0.010843328646381,ASV_150,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__SBR1031,g__SBR1031,s__,d46864a4bc80f92122316ed02d2c602d,3,0.275181668801476,0,,177,34,51,40,52,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_153,control__MeJA_0.1__oral_secretion,4,0.0108765559574128,0,0,ASV_153,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Pajaroellobacter,s__,6a632071f5378dbc1606a3933cd9500f,11,0.717594961475924,0,,225,55,69,42,59,Above prediction,Above prediction,As predicted,Above prediction,11
ASV_154,,1,0.0154769713331399,0,0,ASV_154,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,894e7f3c9f24b484513d1670982c9352,19,-0.577350269189626,0,,99,13,24,45,17,Below prediction,Below prediction,As predicted,As predicted,6
ASV_155,,2,0.0143543086986124,0.00820498311258864,0,ASV_155,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,,cc3972883fd7f6156ba7a61c2172183b,4,-0.134809337487711,0,,194,32,59,35,68,As predicted,As predicted,Below prediction,As predicted,7
ASV_156,,1,0.00891054298795932,0,0,ASV_156,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Kribbella,s__,df34ea9690bc1c0642e1b6246dba210e,7,-0.90748521297303,0,,131,29,28,49,25,As predicted,As predicted,As predicted,As predicted,8
ASV_157,MeJA_0.1__oral_secretion,11,0.0198740035498515,0.057829805544258,0.0273141945701153,ASV_157,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,22d1530a599b35b2b24079d1868446c7,6,-0.317943550159617,0.743801652892562,,345,65,116,56,108,As predicted,Above prediction,As predicted,Above prediction,10
ASV_158,control__MeJA_0.1__MeJA_1.0__oral_secretion,1,0.0197478309230112,0,0,ASV_158,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__,368888cc29a1ba9db3401f4aa16b553a,3,-1.24555913246984,0,,385,94,58,108,125,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_159,control__MeJA_0.1,2,0.011894241325743,0.00531673474680672,0.00811394969498248,ASV_159,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,,a805e0363ffbb96707460188ab17fd17,1,-1.17938915036893,0.5,,237,61,69,39,68,Above prediction,Above prediction,As predicted,As predicted,10
ASV_16,,2,0.00864793587293095,0.00274678313970281,0,ASV_16,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__,47e1a48800fe5d17f09e178ed259ae4b,5,-0.212475541749988,0,,787,,105,514,168,,Below prediction,Below prediction,As predicted,
ASV_160,control__MeJA_0.1__MeJA_1.0__oral_secretion,1,0.00826840272376103,0,0,ASV_160,d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__uncultured,s__,00dd6163a0ff44c4239904f714411567,7,-0.90748521297303,0,,382,81,133,85,83,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_163,control__MeJA_0.1__oral_secretion,7,0.0156458191178758,0.00619499802538122,0.0120237452183648,ASV_163,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__,7b0b4759e82c6380648e5d33598b6678,3,-0.333114651707049,0.612244897959184,,395,87,108,76,124,Above prediction,Above prediction,As predicted,Above prediction,11
ASV_164,,2,0.0100348827300315,0.00274678313970281,0.00120606131272287,ASV_164,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__,3d42daf080a747db5771947b978bf697,5,-0.212475541749988,0,,99,58,21,13,7,As predicted,Below prediction,Below prediction,Below prediction,5
ASV_165,,3,0.0142010599275647,0.00501022675696864,0.0018007734118247,ASV_165,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,s__,a04f4208896684b1a800b49ad033f344,5,-0.212475541749988,0.444444444444444,,137,6,36,66,29,Below prediction,As predicted,As predicted,Below prediction,6
ASV_166,control__MeJA_0.1__oral_secretion,2,0.00771290846101542,0,0.000876541591856615,ASV_166,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__uncultured,s__,1de2e4179a5cefb53bc9b344985b78d1,11,-0.627895591291433,0,,141,51,24,27,39,Above prediction,Above prediction,As predicted,Above prediction,11
