Row.names,above_expected_in,Degree,ClosenessCentrality,BetwenessCentrality,EigenvectorCentrality,OTU,Domain,Phylum,Class,Order,Family,Genus,Species,DADA2_ID,module,Zi,Pi,keystone_taxa,freq_in_4slice,freq_in_control,freq_in_MeJA_0.1,freq_in_MeJA_1.0,freq_in_oral_secretion,control_fit_class,MeJA_0.1_fit_class,MeJA_1.0_fit_class,oral_secretion_fit_class,neutral_score
ASV_114,control,6,0.0184192034498054,0.0220810647307925,0.00444050450191715,ASV_114,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niastella,s__,8bdaa05f64e262badd46bb26d8728252,3,0.948683298050514,0,,54,28,16,10,,Above prediction,As predicted,As predicted,,
ASV_115,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.015831062891752,0.0112509534706331,0,ASV_115,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,s__,d4dff47e6b8c9aace187cfadab43af27,8,1.19522860933439,0,,458,81,111,121,145,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_118,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.0171416743961869,0.0280057339751177,0.00668846744661575,ASV_118,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,79fea04aad9136be18cdcc527926bb53,8,0,0.444444444444444,,367,77,95,82,113,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_1189,,2,0.0134949422512898,0,0,ASV_1189,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,,,b821e300b7544f0b507fd65c9f19d0ca,6,-0.0966018602623706,0,,75,9,39,,27,Below prediction,As predicted,,As predicted,
ASV_119,,1,0.0157968519194721,0,0,ASV_119,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,23e4907e2164b5ac3b20e0c035396468,4,-1.13153055844952,0,,190,62,46,33,49,As predicted,Below prediction,As predicted,As predicted,7
ASV_12,,6,0.0183394497597285,0.00564849154370183,0,ASV_12,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,628500afb0bc5d9a9be630c3c214f4a4,5,0.372344542917522,0,,4406,685,1753,1171,797,As predicted,As predicted,As predicted,As predicted,8
ASV_120,MeJA_1.0,21,0.0242429295268255,0.113627396827902,0.832592775791661,ASV_120,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,c7a31aeb82d1ba6bb95ffa05969f6c57,5,1.58651153069205,0.653061224489796,Keystone,386,68,115,131,72,As predicted,As predicted,Above prediction,As predicted,9
ASV_1201,,8,0.0242960610573036,0.0422091585786054,0.00710705379269657,ASV_1201,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,,,c1bc871a8ac82661b3b9771c862b5a48,5,-0.234738950969742,0.59375,,45,14,19,,12,As predicted,As predicted,,As predicted,
ASV_121,control__MeJA_1.0__oral_secretion,12,0.0216085408332987,0.00574055077724296,0.00221393350191957,ASV_121,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Paenarthrobacter,s__,cb322ce2bdac95dbe7d037ce041d9105,2,0.384508310771151,0.513888888888889,,1016,272,237,186,321,Above prediction,As predicted,Above prediction,Above prediction,11
ASV_122,control__MeJA_0.1__MeJA_1.0__oral_secretion,7,0.0182854780835832,0.00958073594781557,0.00055520355583409,ASV_122,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,,,427de3377089f603e2c5f1ec433b3536,5,0.675886289861155,0,,447,91,73,147,136,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_1220,control,4,0.0172549592317101,0.0113495883637129,5.39589815315825e-06,ASV_1220,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,,,5ce90e82e5e94ea2713c63199ba5ebe2,1,2.53859103528797,0,,37,5,13,4,15,Above prediction,As predicted,As predicted,As predicted,9
ASV_124,oral_secretion,2,0.0228095967467629,0,0.0330937226722949,ASV_124,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhodoferax,s__,a8a36653dc077dc09602aefc754f11a4,5,-0.841822444857007,0,,297,63,59,89,86,As predicted,As predicted,As predicted,Above prediction,9
ASV_125,control__MeJA_0.1__MeJA_1.0__oral_secretion,8,0.0152116016932056,0.00305768168547305,0.00247634050709565,ASV_125,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,,54c1510b5b87168aaf3e757b1d03726e,5,0.372344542917522,0.40625,,546,128,109,153,156,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_126,control__MeJA_0.1__MeJA_1.0__oral_secretion,9,0.0212251868728832,0.0118296115100345,0.109624032066553,ASV_126,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Terrabacter,s__,69b2b4f17d60fc2e82875ba6ae44d06f,5,0.372344542917522,0.493827160493827,,817,194,188,197,238,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_127,,9,0.0201037587231146,0.00154527999158316,0,ASV_127,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Sandaracinaceae,g__uncultured,s__,1c23f15445f2ce9d2180d53e8f2c71f8,2,-0.224296514616505,0.617283950617284,,107,30,29,31,17,As predicted,As predicted,As predicted,As predicted,8
ASV_128,,5,0.0213814983413708,0.0216076172440096,0,ASV_128,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,811b04912c9b191174be42fdb2e4e968,3,0.553398590529466,0,,81,29,15,19,18,As predicted,As predicted,As predicted,Below prediction,7
ASV_1281,,1,0.0082959032261568,0,0,ASV_1281,d__Bacteria,p__Firmicutes,c__Limnochordia,o__Limnochordia,f__Limnochordia,g__Hydrogenispora,s__,b6a70a8fc6e286fec0f82f66d9deb949,3,-1.02774023955472,0,,59,15,2,10,32,As predicted,Below prediction,As predicted,As predicted,7
ASV_13,control__MeJA_1.0__oral_secretion,2,0.0189899447489945,0,0.0028016505244982,ASV_13,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__,093998af9033700988a8e840ece36feb,6,-1.20752325327963,0.5,,1386,293,362,439,292,Above prediction,As predicted,Above prediction,Above prediction,11
ASV_130,control__MeJA_0.1__MeJA_1.0__oral_secretion,4,0.0231126832649331,0.0089626239511823,0,ASV_130,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__,291ed27556ec8aa3de831feae0c6b7a7,5,-0.841822444857007,0.625,,546,110,185,165,86,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_1304,,4,0.0133909229038186,0.00697677477050948,0.000217755667779026,ASV_1304,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__uncultured,s__,b3f7d373c878b456d272837090c02003,7,1.16189500386223,0.375,,51,,14,23,14,,As predicted,As predicted,As predicted,
ASV_131,control__MeJA_0.1__MeJA_1.0__oral_secretion,6,0.0154148510184209,0.0017293984586654,0,ASV_131,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,,,29b9b0c2d3a36ff404bfba4cb63aca1e,5,0.372344542917522,0,,696,145,170,201,180,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_132,,3,0.011811914646028,0.00347194823640811,0,ASV_132,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Pelomonas,s__,b97cd4df3e482a5d4405f905dadabc57,8,1.19522860933439,0,,86,25,10,41,10,Below prediction,Below prediction,As predicted,Below prediction,5
ASV_133,MeJA_1.0,3,0.019000518983586,0.00733186038559668,8.05708869195339e-08,ASV_133,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,,,0653aef632933571caff38549084da83,1,1.26929551764398,0,,174,47,59,42,26,As predicted,As predicted,Above prediction,As predicted,9
ASV_136,control__MeJA_0.1__MeJA_1.0__oral_secretion,7,0.0191371827392125,0.000387963912780452,0.0525483922283203,ASV_136,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Rhodopseudomonas,s__,455e95916895c7361581c291d0bdcf44,2,-0.42723145641239,0.571428571428571,,282,76,54,87,65,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_137,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.0204352162577406,0.00806833425392567,0.000136975797621096,ASV_137,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,cc85fdc75ba834f1588bb7df5539626e,1,1.26929551764398,0,,348,99,87,65,97,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_14,,14,0.0201404433420028,0.010119940029985,1,ASV_14,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__,2da60a76fa64414fd65bc406896da82a,2,0.993313136158807,0.357142857142857,,2755,387,490,953,925,As predicted,As predicted,As predicted,As predicted,8
ASV_143,,4,0.0147519184022009,0.00639811673110813,0,ASV_143,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__,6fd81067db815cc85c9e00fe64d32714,11,1.76776695296637,0.375,,80,13,10,48,9,Below prediction,Below prediction,As predicted,As predicted,6
ASV_144,MeJA_0.1__MeJA_1.0__oral_secretion,13,0.0211045241256726,0.0124674504852837,0,ASV_144,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__,736210ef11bcafd1bcc7e24f09d9d819,5,0.372344542917522,0.710059171597633,,290,46,89,92,63,As predicted,Above prediction,Above prediction,Above prediction,11
ASV_145,control,1,0.014341688689555,0,0.000360831290880406,ASV_145,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadales,g__Saccharimonadales,s__,b63581d1c59ed484436c56fd3e1bc7b2,3,-1.02774023955472,0,,58,38,10,9,1,Above prediction,As predicted,As predicted,As predicted,9
ASV_146,control__MeJA_0.1__MeJA_1.0__oral_secretion,16,0.0219378514438214,0.0517241379310345,0.536056477181236,ASV_146,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__,714b0378efe0b8744e24aa04b48008d3,2,1.80505290334235,0.1171875,,597,161,198,79,159,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_148,MeJA_0.1,2,0.0135839560401318,0.00282753360162024,0,ASV_148,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,s__,cf4d6d33db92aa30e309e30f8350c13e,4,-0.288901419178601,0,,227,60,71,32,64,As predicted,Above prediction,As predicted,As predicted,9
ASV_149,MeJA_0.1__oral_secretion,7,0.0200101933496102,0.0205620873773639,0.0016567443642187,ASV_149,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Paenarthrobacter,s__,c7ba2aae94cbe0284443a7c62f35dad0,8,1.19522860933439,0.693877551020408,,747,135,123,274,215,As predicted,Above prediction,As predicted,Above prediction,10
ASV_15,,3,0.017737168127001,0.0022883295194508,0.000152224262664148,ASV_15,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__,6ce35ed9c44a62a27bdcdd6f9debd13a,9,0.611046250313422,0,,2348,813,500,530,505,As predicted,As predicted,As predicted,As predicted,8
ASV_151,,1,0.0092269010462812,0,0,ASV_151,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__,c70e7c748d7bdd2f85e0b451a985c0b7,3,-1.02774023955472,0,,269,74,64,26,105,As predicted,As predicted,As predicted,Below prediction,7
ASV_152,,8,0.0213967102852891,0.0103237854756832,0.0562542743515029,ASV_152,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhodoferax,s__,a652ca0177cf4249e79236b3844f010d,5,-0.538280697913375,0.6875,,977,268,330,169,210,As predicted,As predicted,As predicted,As predicted,8
ASV_155,MeJA_1.0,1,0.0124619347783519,0,0.000151427620787821,ASV_155,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,,cc3972883fd7f6156ba7a61c2172183b,17,-1.29099444873581,0,,211,41,49,100,21,As predicted,Below prediction,Above prediction,Below prediction,7
ASV_156,,4,0.0230786928023738,0.0234290749362161,0.000168509078371461,ASV_156,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Kribbella,s__,df34ea9690bc1c0642e1b6246dba210e,3,-0.632455532033676,0.625,,141,48,41,18,34,As predicted,As predicted,As predicted,As predicted,8
ASV_157,MeJA_0.1__MeJA_1.0,7,0.0182158351880221,0.00300507640916384,0.00329908946412995,ASV_157,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,22d1530a599b35b2b24079d1868446c7,6,1.01431953275489,0.73469387755102,,352,47,88,126,91,As predicted,Above prediction,Above prediction,As predicted,10
ASV_159,MeJA_1.0,6,0.0170192000701806,0.0180896393908309,0.00129858882679155,ASV_159,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,,a805e0363ffbb96707460188ab17fd17,4,1.39635685936324,0.5,,156,23,43,60,30,Below prediction,As predicted,Above prediction,As predicted,8
ASV_160,oral_secretion,9,0.0161545934928877,0.0101922722849102,0.00185300331271996,ASV_160,d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__uncultured,s__,00dd6163a0ff44c4239904f714411567,4,2.23898599863415,0.567901234567901,,171,28,29,60,54,As predicted,As predicted,As predicted,Above prediction,9
ASV_162,MeJA_1.0,5,0.0211040725829815,0.00258423419869013,0.0789426359916069,ASV_162,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rubrivivax,s__,ddfa19b6795e945aeb2fb23f09a57b81,2,-0.630166398208275,0.56,,234,17,15,104,98,Below prediction,Below prediction,Above prediction,As predicted,7
ASV_163,MeJA_1.0,12,0.0228179372964552,0.0132828322680765,0.192375221648859,ASV_163,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__,7b0b4759e82c6380648e5d33598b6678,2,0.181573368975266,0.611111111111111,,174,32,26,91,25,As predicted,As predicted,Above prediction,As predicted,9
ASV_164,control__MeJA_0.1__oral_secretion,3,0.0131604684285532,5.26052763092138e-05,0.000155436972419087,ASV_164,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Noviherbaspirillum,s__,3d42daf080a747db5771947b978bf697,4,-0.288901419178601,0.444444444444444,,780,142,199,189,250,Above prediction,Above prediction,As predicted,Above prediction,11
ASV_165,oral_secretion,2,0.00954985948506721,0.00844314684762882,0.000466849777132361,ASV_165,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,s__,a04f4208896684b1a800b49ad033f344,13,0.58554004376912,0,,364,139,86,25,114,Below prediction,As predicted,Below prediction,Above prediction,7
ASV_166,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.0188447142120301,0,0,ASV_166,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__uncultured,s__,1de2e4179a5cefb53bc9b344985b78d1,5,-0.841822444857007,0.444444444444444,,237,54,58,76,49,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_167,,5,0.0192645494562355,0.00237381309345327,0,ASV_167,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia-Caballeronia-Paraburkholderia,s__,a88b7f508c090e49b2ef7f2189760aa4,17,-0.322748612183952,0.64,,198,77,41,21,59,As predicted,As predicted,As predicted,As predicted,8
ASV_168,MeJA_0.1__MeJA_1.0,16,0.0230192964551105,0.041821194665825,0,ASV_168,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,9fce468becd562b13822618a5e1b8571,5,2.80067851846658,0.2265625,,288,18,112,93,65,As predicted,Above prediction,Above prediction,As predicted,10
ASV_173,,1,0.0107959701258224,0,0,ASV_173,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__,b3d3cf6172f12d94c721e3ab3984ec0e,23,-0.577350269189626,0,,298,110,60,54,74,As predicted,As predicted,As predicted,As predicted,8
ASV_175,,3,0.0132001984614102,0.00891659433441174,1.37788295270205e-05,ASV_175,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__,b74ef54ae169ca2de05b1554a4ff5cac,8,1.19522860933439,0,,240,36,45,94,65,Below prediction,Below prediction,As predicted,Below prediction,5
ASV_176,,3,0.0178389435041339,0,0,ASV_176,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,4502dc2f5af21bc67a83f0b66565ca5d,2,-0.630166398208275,0,,130,42,33,37,18,As predicted,As predicted,As predicted,As predicted,8
ASV_177,MeJA_0.1__MeJA_1.0__oral_secretion,7,0.0195955873358123,0.0104158447092243,0.000702608165092739,ASV_177,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__,354b64263d23bb68fc9332a1e495e60f,8,0,0.816326530612245,,663,109,172,154,228,As predicted,Above prediction,Above prediction,Above prediction,11
ASV_179,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.0206543980090853,0.00557615928877666,0,ASV_179,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Schlesneriaceae,g__Schlesneria,s__,daa61971b76dbba5ed321e8a7900229b,6,-0.0966018602623706,0.444444444444444,,366,61,91,107,107,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_18,,5,0.0221422077315886,0.0178923696046713,0,ASV_18,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__,c7511f6ef1f1bdb63c249524f83d76e9,5,0.06880279597389,0,,2666,660,573,608,825,As predicted,As predicted,As predicted,As predicted,8
ASV_181,,10,0.0205133339173017,0.0144269970278019,0,ASV_181,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,,f432151be2fff57fb31bc7c1a7ba4226,2,0.587443252567036,0.18,,132,32,29,42,29,As predicted,Below prediction,As predicted,Below prediction,6
ASV_182,,1,0.0139566333198242,0,5.72142501228059e-05,ASV_182,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,bc58288a72432b01bb21b8cf06d21faf,11,-1.06066017177982,0,,77,5,8,46,18,Below prediction,Below prediction,As predicted,As predicted,6
